         4208531 function calls (4200528 primitive calls) in 515.262 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      646    0.002    0.000    0.003    0.000 parse.py:923(quote_from_bytes)
     5814    0.002    0.000    0.003    0.000 _internal_utils.py:25(to_native_string)
    26013    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
      646    0.001    0.000    0.003    0.000 retry.py:387(is_retry)
    16368    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
     1292    0.001    0.000    0.003    0.000 <frozen abc>:121(__subclasscheck__)
     3876    0.003    0.000    0.003    0.000 cookiejar.py:1753(__iter__)
     1292    0.001    0.000    0.003    0.000 contextlib.py:132(__enter__)
      646    0.002    0.000    0.003    0.000 cookiejar.py:1734(clear_expired_cookies)
      648    0.003    0.000    0.003    0.000 enum.py:193(__get__)
      646    0.002    0.000    0.003    0.000 connectionpool.py:1087(_validate_conn)
     1370    0.002    0.000    0.003    0.000 geodesic.py:245(_A2m1f)
    10768    0.002    0.000    0.002    0.000 {method 'split' of 'bytes' objects}
      660    0.002    0.000    0.002    0.000 {built-in method numpy.array}
     1292    0.002    0.000    0.002    0.000 message.py:150(__init__)
      646    0.002    0.000    0.002    0.000 models.py:334(__init__)
      646    0.001    0.000    0.002    0.000 models.py:769(is_redirect)
      648    0.002    0.000    0.002    0.000 {built-in method _csv.writer}
      646    0.002    0.000    0.002    0.000 utils.py:135(super_len)
    11636    0.002    0.000    0.002    0.000 {method 'write' of '_io.StringIO' objects}
     5168    0.002    0.000    0.002    0.000 <frozen _collections_abc>:812(__init__)
    10336    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
     1292    0.001    0.000    0.002    0.000 cookies.py:358(update)
      646    0.001    0.000    0.002    0.000 base64.py:51(b64encode)
     5168    0.002    0.000    0.002    0.000 retry.py:242(<genexpr>)
     1938    0.002    0.000    0.002    0.000 {method '_checkReadable' of '_io._IOBase' objects}
     1938    0.002    0.000    0.002    0.000 parse.py:193(_userinfo)
     2580    0.001    0.000    0.002    0.000 polygon.py:87(_coords)
    10982    0.002    0.000    0.002    0.000 {method 'setdefault' of 'dict' objects}
      646    0.002    0.000    0.002    0.000 _collections.py:102(__setitem__)
      646    0.002    0.000    0.002    0.000 timeout.py:202(start_connect)
    15894    0.002    0.000    0.002    0.000 geomath.py:22(sq)
    11628    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
     3230    0.002    0.000    0.002    0.000 socket.py:731(readable)
     1292    0.002    0.000    0.002    0.000 message.py:211(is_multipart)
      646    0.002    0.000    0.002    0.000 feedparser.py:208(_pop_message)
     3876    0.002    0.000    0.002    0.000 {method 'subn' of 're.Pattern' objects}
    26876    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
    21964    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
      646    0.002    0.000    0.002    0.000 {method 'flush' of 'zlib.Decompress' objects}
     1292    0.001    0.000    0.002    0.000 feedparser.py:121(pushlines)
     1938    0.002    0.000    0.002    0.000 parse.py:659(unquote)
     9044    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
     1292    0.002    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
      646    0.001    0.000    0.002    0.000 models.py:393(prepare_method)
    10990    0.002    0.000    0.002    0.000 {built-in method nt.getpid}
      646    0.002    0.000    0.002    0.000 models.py:799(iter_content)
     1292    0.002    0.000    0.002    0.000 distance.py:542(set_ellipsoid)
     9044    0.002    0.000    0.002    0.000 {method 'find' of 'str' objects}
      646    0.001    0.000    0.002    0.000 cookiejar.py:1297(_cookie_attrs)
      646    0.001    0.000    0.002    0.000 connection.py:224(set_tunnel)
    14858    0.002    0.000    0.002    0.000 {method '__enter__' of '_thread.lock' objects}
      646    0.002    0.000    0.002    0.000 models.py:909(text)
      646    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:405(parent)
      646    0.002    0.000    0.002    0.000 retry.py:379(_is_method_retryable)
      646    0.001    0.000    0.002    0.000 socket.py:521(type)
      647    0.002    0.000    0.002    0.000 iostream.py:138(_event_pipe)
      646    0.001    0.000    0.002    0.000 _collections.py:95(__getitem__)
     2592    0.001    0.000    0.002    0.000 numerictypes.py:288(issubclass_)
      646    0.002    0.000    0.002    0.000 parse.py:943(urlencode)
     1290    0.002    0.000    0.002    0.000 {method 'update' of 'set' objects}
     7757    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      646    0.000    0.000    0.002    0.000 <frozen _collections_abc>:815(__len__)
      646    0.002    0.000    0.002    0.000 typing.py:1394(__hash__)
        2    0.000    0.000    0.002    0.001 frame.py:694(__init__)
      646    0.001    0.000    0.002    0.000 feedparser.py:195(_new_message)
    20672    0.002    0.000    0.002    0.000 {built-in method math.isfinite}
     5168    0.001    0.000    0.002    0.000 geomath.py:101(LatFix)
     1292    0.001    0.000    0.002    0.000 units.py:77(meters)
     7752    0.002    0.000    0.002    0.000 _collections.py:291(__iter__)
      646    0.002    0.000    0.002    0.000 connection.py:309(proxy_is_forwarding)
      646    0.002    0.000    0.002    0.000 models.py:85(path_url)
        1    0.000    0.000    0.002    0.002 construction.py:423(dict_to_mgr)
     6460    0.002    0.000    0.002    0.000 {built-in method math.remainder}
      646    0.002    0.000    0.002    0.000 3788495987.py:61(increment_api_request_count)
      646    0.001    0.000    0.002    0.000 sessions.py:781(get_adapter)
    12275    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
     1938    0.001    0.000    0.002    0.000 timeout.py:126(resolve_default_timeout)
    14222    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.RLock' objects}
     2584    0.001    0.000    0.001    0.000 geomath.py:47(sum)
      646    0.001    0.000    0.001    0.000 utils.py:636(unquote_unreserved)
      646    0.001    0.000    0.001    0.000 response.py:244(__init__)
     2747    0.001    0.000    0.001    0.000 {method 'tolist' of 'numpy.ndarray' objects}
     6126    0.001    0.000    0.001    0.000 {built-in method math.hypot}
      646    0.001    0.000    0.001    0.000 hooks.py:22(dispatch_hook)
      646    0.001    0.000    0.001    0.000 client.py:1230(_encode_request)
        1    0.001    0.001    0.001    0.001 raw.py:39(read)
    16155    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
     6460    0.001    0.000    0.001    0.000 {method 'groups' of 're.Match' objects}
      647    0.001    0.000    0.001    0.000 threading.py:1125(_wait_for_tstate_lock)
     7262    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      724    0.001    0.000    0.001    0.000 geodesic.py:400(_A3f)
        1    0.000    0.000    0.001    0.001 geodataframe.py:144(__init__)
    10990    0.001    0.000    0.001    0.000 {method 'get' of '_contextvars.ContextVar' objects}
     1292    0.001    0.000    0.001    0.000 sessions.py:805(<listcomp>)
     1292    0.001    0.000    0.001    0.000 __init__.py:1734(isEnabledFor)
      646    0.001    0.000    0.001    0.000 client.py:1251(_validate_host)
     1292    0.001    0.000    0.001    0.000 {built-in method math.atanh}
      646    0.001    0.000    0.001    0.000 response.py:1079(closed)
      649    0.001    0.000    0.001    0.000 <frozen codecs>:186(__init__)
     1938    0.001    0.000    0.001    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.001    0.001 geodataframe.py:266(set_geometry)
     1292    0.001    0.000    0.001    0.000 distance.py:179(_ensure_same_altitude)
      646    0.001    0.000    0.001    0.000 {method 'Close' of 'PyHKEY' objects}
      646    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     3876    0.001    0.000    0.001    0.000 {method 'count' of 'bytes' objects}
     5814    0.001    0.000    0.001    0.000 {method 'values' of 'collections.OrderedDict' objects}
      646    0.001    0.000    0.001    0.000 timeout.py:245(read_timeout)
      646    0.001    0.000    0.001    0.000 parse.py:175(port)
     7830    0.001    0.000    0.001    0.000 {built-in method math.sqrt}
        4    0.000    0.000    0.001    0.000 ipkernel.py:775(_clean_thread_parent_frames)
     7752    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
     7752    0.001    0.000    0.001    0.000 timeout.py:130(_validate_timeout)
      647    0.001    0.000    0.001    0.000 encoder.py:105(__init__)
      646    0.001    0.000    0.001    0.000 client.py:1234(_validate_method)
        2    0.000    0.000    0.001    0.001 ipkernel.py:790(<setcomp>)
      646    0.001    0.000    0.001    0.000 poolmanager.py:374(_merge_pool_kwargs)
     1292    0.001    0.000    0.001    0.000 client.py:895(_get_hostport)
       12    0.001    0.000    0.001    0.000 threading.py:1168(ident)
      646    0.001    0.000    0.001    0.000 client.py:1243(_validate_path)
      646    0.001    0.000    0.001    0.000 adapters.py:304(cert_verify)
        1    0.000    0.000    0.001    0.001 geodataframe.py:1793(__setitem__)
     8398    0.001    0.000    0.001    0.000 {built-in method math.copysign}
     4600    0.001    0.000    0.001    0.000 {built-in method math.sin}
      646    0.001    0.000    0.001    0.000 message.py:331(set_payload)
      646    0.001    0.000    0.001    0.000 _internal_utils.py:38(unicode_is_ascii)
     3230    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     2584    0.001    0.000    0.001    0.000 {built-in method time.time}
     1292    0.001    0.000    0.001    0.000 response.py:403(retries)
     1292    0.001    0.000    0.001    0.000 structures.py:60(__len__)
     4600    0.001    0.000    0.001    0.000 {built-in method math.cos}
     1292    0.001    0.000    0.001    0.000 {method 'pop' of 'collections.OrderedDict' objects}
     3876    0.001    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
     2584    0.001    0.000    0.001    0.000 _request_methods.py:51(__init__)
    11/10    0.000    0.000    0.001    0.000 series.py:389(__init__)
     2584    0.001    0.000    0.001    0.000 units.py:62(kilometers)
     1292    0.001    0.000    0.001    0.000 adapters.py:140(__init__)
      646    0.001    0.000    0.001    0.000 parser.py:17(__init__)
      646    0.001    0.000    0.001    0.000 sessions.py:91(merge_hooks)
      646    0.001    0.000    0.001    0.000 url.py:147(netloc)
     4038    0.001    0.000    0.001    0.000 decorators.py:66(<listcomp>)
      646    0.001    0.000    0.001    0.000 connection.py:103(allowed_gai_family)
     1292    0.001    0.000    0.001    0.000 {method 'flush' of '_io.BufferedReader' objects}
     1938    0.001    0.000    0.001    0.000 hooks.py:16(<dictcomp>)
      646    0.001    0.000    0.001    0.000 {built-in method binascii.b2a_base64}
    10337    0.001    0.000    0.001    0.000 parse.py:108(_noop)
     1292    0.001    0.000    0.001    0.000 response.py:1111(supports_chunked_reads)
     2584    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
     1292    0.001    0.000    0.001    0.000 {method 'read' of '_io.StringIO' objects}
     1938    0.001    0.000    0.001    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      646    0.001    0.000    0.001    0.000 socket.py:505(detach)
     2094    0.001    0.000    0.001    0.000 {built-in method math.atan2}
      646    0.000    0.000    0.001    0.000 parse.py:160(password)
     1939    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      646    0.001    0.000    0.001    0.000 cookiejar.py:1290(_cookies_for_request)
      646    0.001    0.000    0.001    0.000 {method 'append' of 'bytearray' objects}
     1292    0.001    0.000    0.001    0.000 <frozen ntpath>:35(_get_bothseps)
     2584    0.001    0.000    0.001    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.001    0.000 geodataframe.py:482(crs)
        4    0.000    0.000    0.001    0.000 geodataframe.py:225(_get_geometry)
      646    0.001    0.000    0.001    0.000 client.py:871(set_tunnel)
     2580    0.001    0.000    0.001    0.000 polygon.py:91(<listcomp>)
     1938    0.001    0.000    0.001    0.000 cookiejar.py:44(_debug)
      646    0.001    0.000    0.001    0.000 request.py:134(set_file_position)
     1292    0.001    0.000    0.001    0.000 cookies.py:110(__init__)
     3876    0.001    0.000    0.001    0.000 {method '__exit__' of 'memoryview' objects}
     5819    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      646    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
     1292    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
     2584    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
     1292    0.001    0.000    0.001    0.000 {method 'truncate' of '_io.StringIO' objects}
     9044    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
     1292    0.001    0.000    0.001    0.000 {method 'extend' of 'collections.deque' objects}
     1938    0.001    0.000    0.001    0.000 utils.py:211(<genexpr>)
      646    0.001    0.000    0.001    0.000 response.py:91(is_response_to_head)
     1292    0.001    0.000    0.001    0.000 response.py:343(<genexpr>)
        1    0.000    0.000    0.001    0.001 construction.py:96(arrays_to_mgr)
      646    0.001    0.000    0.001    0.000 {method 'rstrip' of 'bytes' objects}
     5168    0.001    0.000    0.001    0.000 {built-in method math.radians}
      646    0.001    0.000    0.001    0.000 {method 'extend' of 'bytearray' objects}
     2584    0.001    0.000    0.001    0.000 {built-in method math.fmod}
    26/13    0.000    0.000    0.001    0.000 generic.py:6284(__getattr__)
     1292    0.001    0.000    0.001    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.001    0.001 3788495987.py:95(save_api_usage_to_file)
      646    0.001    0.000    0.001    0.000 utils.py:891(default_user_agent)
      646    0.001    0.000    0.001    0.000 connection.py:183(host)
     5814    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
     4038    0.000    0.000    0.000    0.000 decorators.py:73(<listcomp>)
     1938    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
     5168    0.000    0.000    0.000    0.000 ssl.py:1145(_checkClosed)
     1292    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 managers.py:2121(create_block_manager_from_column_arrays)
     1292    0.000    0.000    0.000    0.000 utils.py:743(set_environ)
      646    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
       31    0.000    0.000    0.000    0.000 construction.py:517(sanitize_array)
     2584    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
      647    0.000    0.000    0.000    0.000 threading.py:575(is_set)
      646    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
     2584    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
     1292    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
     1938    0.000    0.000    0.000    0.000 connection.py:295(is_closed)
      646    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
     1293    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
     2584    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      646    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
     1292    0.000    0.000    0.000    0.000 client.py:447(isclosed)
      647    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      646    0.000    0.000    0.000    0.000 util.py:7(to_bytes)
      646    0.000    0.000    0.000    0.000 queue.py:245(_init)
     3230    0.000    0.000    0.000    0.000 {built-in method math.isnan}
     1292    0.000    0.000    0.000    0.000 distance.py:407(kilometers)
     2584    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 common.py:62(new_method)
        4    0.000    0.000    0.000    0.000 base.py:475(__new__)
        1    0.000    0.000    0.000    0.000 series.py:607(_init_dict)
     2584    0.000    0.000    0.000    0.000 cookies.py:117(info)
     1292    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x00000262F0E13240}
        4    0.000    0.000    0.000    0.000 arraylike.py:38(__eq__)
        4    0.000    0.000    0.000    0.000 series.py:6110(_cmp_method)
       26    0.000    0.000    0.000    0.000 base.py:7593(ensure_index)
        1    0.000    0.000    0.000    0.000 frame.py:4271(__setitem__)
        4    0.000    0.000    0.000    0.000 generic.py:6432(dtypes)
     1292    0.000    0.000    0.000    0.000 {built-in method math.degrees}
        1    0.000    0.000    0.000    0.000 frame.py:4514(_set_item)
      646    0.000    0.000    0.000    0.000 ssl.py:1149(_check_connected)
      646    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 geodataframe.py:1884(_geodataframe_constructor_sliced)
        1    0.000    0.000    0.000    0.000 managers.py:2190(_form_blocks)
      647    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 managers.py:1782(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 frame.py:4481(_set_item_mgr)
     1301    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 managers.py:1347(insert)
      646    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
      648    0.000    0.000    0.000    0.000 <frozen codecs>:214(setstate)
     1938    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 construction.py:596(_homogenize)
        1    0.000    0.000    0.000    0.000 series.py:1095(__getitem__)
        1    0.000    0.000    0.000    0.000 managers.py:2259(_consolidate)
        4    0.000    0.000    0.000    0.000 series.py:6201(_construct_result)
      646    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
      646    0.000    0.000    0.000    0.000 connectionpool.py:339(_validate_conn)
      646    0.000    0.000    0.000    0.000 adapters.py:578(add_headers)
        9    0.000    0.000    0.000    0.000 managers.py:2246(_stack_arrays)
        7    0.000    0.000    0.000    0.000 base.py:5373(__getitem__)
      646    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
      700    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      646    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
        2    0.000    0.000    0.000    0.000 geodataframe.py:41(_ensure_geometry)
     1292    0.000    0.000    0.000    0.000 feedparser.py:124(__iter__)
     1292    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:120(dump)
        1    0.000    0.000    0.000    0.000 array.py:145(from_shapely)
        1    0.000    0.000    0.000    0.000 series.py:5136(reindex)
        1    0.000    0.000    0.000    0.000 base.py:6956(insert)
        1    0.000    0.000    0.000    0.000 generic.py:5343(reindex)
       13    0.000    0.000    0.000    0.000 base.py:5437(_can_hold_identifiers_and_holds_name)
        3    0.000    0.000    0.000    0.000 array.py:381(crs)
      646    0.000    0.000    0.000    0.000 models.py:216(<genexpr>)
       17    0.000    0.000    0.000    0.000 base.py:5323(__contains__)
      204    0.000    0.000    0.000    0.000 generic.py:42(_instancecheck)
        1    0.000    0.000    0.000    0.000 indexing.py:2632(check_bool_indexer)
        2    0.000    0.000    0.000    0.000 array.py:317(__init__)
        3    0.000    0.000    0.000    0.000 managers.py:2276(_merge_blocks)
        1    0.000    0.000    0.000    0.000 ops.py:129(unary_union)
       10    0.000    0.000    0.000    0.000 generic.py:511(_validate_dtype)
        3    0.000    0.000    0.000    0.000 crs.py:477(from_user_input)
      646    0.000    0.000    0.000    0.000 utils.py:581(iter_slices)
        4    0.000    0.000    0.000    0.000 array_ops.py:288(comparison_op)
       23    0.000    0.000    0.000    0.000 generic.py:6301(__setattr__)
        1    0.000    0.000    0.000    0.000 utils.py:419(check_array_indexer)
        1    0.000    0.000    0.000    0.000 geodataframe.py:1744(__getitem__)
       11    0.000    0.000    0.000    0.000 common.py:1596(pandas_dtype)
        2    0.000    0.000    0.000    0.000 crs.py:185(__init__)
        6    0.000    0.000    0.000    0.000 missing.py:101(isna)
        1    0.000    0.000    0.000    0.000 series.py:5773(isna)
        1    0.000    0.000    0.000    0.000 generic.py:8693(isna)
        1    0.000    0.000    0.000    0.000 set_operations.py:337(union_all)
        6    0.000    0.000    0.000    0.000 missing.py:184(_isna)
        1    0.000    0.000    0.000    0.000 frame.py:4062(__getitem__)
      646    0.000    0.000    0.000    0.000 {function socket.detach at 0x00000262EDDC2D40}
        3    0.000    0.000    0.000    0.000 cast.py:123(maybe_convert_platform)
        2    0.000    0.000    0.000    0.000 managers.py:557(copy)
        3    0.000    0.000    0.000    0.000 managers.py:317(apply)
       10    0.000    0.000    0.000    0.000 cast.py:1156(maybe_infer_to_datetimelike)
       10    0.000    0.000    0.000    0.000 managers.py:1863(from_array)
      686    0.000    0.000    0.000    0.000 typing.py:2287(cast)
      645    0.000    0.000    0.000    0.000 creation.py:24(_xyz_to_coords)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      646    0.000    0.000    0.000    0.000 sessions.py:451(__enter__)
       12    0.000    0.000    0.000    0.000 config.py:145(_get_option)
        2    0.000    0.000    0.000    0.000 generic.py:5598(<genexpr>)
       18    0.000    0.000    0.000    0.000 managers.py:2264(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:674(_with_infer)
        3    0.000    0.000    0.000    0.000 base.py:842(_engine)
      204    0.000    0.000    0.000    0.000 generic.py:37(_check)
        9    0.000    0.000    0.000    0.000 blocks.py:225(_consolidate_key)
        6    0.000    0.000    0.000    0.000 common.py:97(is_bool_indexer)
        1    0.000    0.000    0.000    0.000 frame.py:4626(_get_item_cache)
        1    0.000    0.000    0.000    0.000 construction.py:638(_extract_index)
        1    0.000    0.000    0.000    0.000 base.py:5651(identical)
        1    0.000    0.000    0.000    0.000 generic.py:6662(copy)
        4    0.000    0.000    0.000    0.000 array_ops.py:113(comp_method_OBJECT_ARRAY)
        1    0.000    0.000    0.000    0.000 generic.py:285(_init_mgr)
       31    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 generic.py:1565(__invert__)
        1    0.000    0.000    0.000    0.000 frame.py:3983(_ixs)
       14    0.000    0.000    0.000    0.000 numeric.py:300(full)
       17    0.000    0.000    0.000    0.000 generic.py:278(__init__)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:5579(insert)
        2    0.000    0.000    0.000    0.000 base.py:5552(equals)
        9    0.000    0.000    0.000    0.000 generic.py:6236(__finalize__)
        1    0.000    0.000    0.000    0.000 io.py:285(from_wkb)
       31    0.000    0.000    0.000    0.000 construction.py:696(_sanitize_ndim)
       10    0.000    0.000    0.000    0.000 base.py:649(_simple_new)
        1    0.000    0.000    0.000    0.000 series.py:1216(_get_rows_with_mask)
        9    0.000    0.000    0.000    0.000 _dtype.py:352(_name_get)
       32    0.000    0.000    0.000    0.000 encoder.py:414(_iterencode)
       11    0.000    0.000    0.000    0.000 generic.py:807(_set_axis)
        4    0.000    0.000    0.000    0.000 generic.py:2077(__contains__)
        1    0.000    0.000    0.000    0.000 frame.py:5242(_sanitize_column)
       15    0.000    0.000    0.000    0.000 base.py:7688(maybe_extract_name)
       15    0.000    0.000    0.000    0.000 series.py:784(name)
       16    0.000    0.000    0.000    0.000 common.py:137(is_object_dtype)
        1    0.000    0.000    0.000    0.000 series.py:6459(any)
       12    0.000    0.000    0.000    0.000 config.py:127(_get_single_key)
        4    0.000    0.000    0.000    0.000 managers.py:287(get_dtypes)
        1    0.000    0.000    0.000    0.000 managers.py:1954(get_rows_with_mask)
        2    0.000    0.000    0.000    0.000 3788495987.py:87(get_next_api_key)
        2    0.000    0.000    0.000    0.000 managers.py:1764(is_consolidated)
       32    0.000    0.000    0.000    0.000 encoder.py:334(_iterencode_dict)
       31    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 blocks.py:387(apply)
        1    0.000    0.000    0.000    0.000 frame.py:4608(_box_col_values)
        9    0.000    0.000    0.000    0.000 _asarray.py:27(require)
        2    0.000    0.000    0.000    0.000 managers.py:1772(_consolidate_check)
       15    0.000    0.000    0.000    0.000 common.py:1571(validate_all_hashable)
       27    0.000    0.000    0.000    0.000 common.py:568(require_length_match)
       15    0.000    0.000    0.000    0.000 blocks.py:2645(maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 file.py:182(_is_url)
        1    0.000    0.000    0.000    0.000 series.py:6418(_reduce)
        5    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
       11    0.000    0.000    0.000    0.000 managers.py:236(set_axis)
        1    0.000    0.000    0.000    0.000 util.py:13(get_vsi_path_or_buffer)
       31    0.000    0.000    0.000    0.000 construction.py:758(_maybe_repeat)
        2    0.000    0.000    0.000    0.000 crs.py:127(_prepare_from_string)
       24    0.000    0.000    0.000    0.000 series.py:707(dtype)
       11    0.000    0.000    0.000    0.000 blocks.py:2716(new_block)
        6    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        7    0.000    0.000    0.000    0.000 common.py:1198(is_bool_dtype)
       20    0.000    0.000    0.000    0.000 series.py:734(name)
        1    0.000    0.000    0.000    0.000 numeric.py:1437(moveaxis)
        3    0.000    0.000    0.000    0.000 shape_base.py:219(vstack)
        1    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
        1    0.000    0.000    0.000    0.000 missing.py:261(_isna_array)
        3    0.000    0.000    0.000    0.000 base.py:5170(_get_engine_target)
        2    0.000    0.000    0.000    0.000 managers.py:1778(<listcomp>)
       16    0.000    0.000    0.000    0.000 common.py:1434(_is_dtype_type)
       24    0.000    0.000    0.000    0.000 blocks.py:2674(get_block_type)
        1    0.000    0.000    0.000    0.000 managers.py:1412(_insert_update_blklocs_and_blknos)
        2    0.000    0.000    0.000    0.000 base.py:2313(is_unique)
        1    0.000    0.000    0.000    0.000 util.py:55(vsi_path)
        7    0.000    0.000    0.000    0.000 base.py:836(__iter__)
        1    0.000    0.000    0.000    0.000 missing.py:466(array_equivalent)
        2    0.000    0.000    0.000    0.000 threading.py:1501(enumerate)
        9    0.000    0.000    0.000    0.000 construction.py:769(_try_cast)
        4    0.000    0.000    0.000    0.000 cast.py:1579(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1085(argsort)
        6    0.000    0.000    0.000    0.000 series.py:978(__array__)
        9    0.000    0.000    0.000    0.000 _dtype.py:336(_name_includes_bit_suffix)
        1    0.000    0.000    0.000    0.000 construction.py:487(<listcomp>)
       11    0.000    0.000    0.000    0.000 base.py:86(_validate_set_axis)
        1    0.000    0.000    0.000    0.000 warnings.py:131(filterwarnings)
        3    0.000    0.000    0.000    0.000 series.py:664(_constructor_from_mgr)
       37    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
        2    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        4    0.000    0.000    0.000    0.000 blocks.py:2703(new_block_2d)
        1    0.000    0.000    0.000    0.000 _methods.py:58(_any)
       24    0.000    0.000    0.000    0.000 managers.py:1993(dtype)
        1    0.000    0.000    0.000    0.000 missing.py:305(_isna_string_dtype)
        2    0.000    0.000    0.000    0.000 base.py:3777(get_loc)
        1    0.000    0.000    0.000    0.000 managers.py:586(<listcomp>)
        1    0.000    0.000    0.000    0.000 file.py:115(_check_engine)
        6    0.000    0.000    0.000    0.000 base.py:16(is_geometry_type)
       30    0.000    0.000    0.000    0.000 construction.py:481(ensure_wrapped_if_datetimelike)
       54    0.000    0.000    0.000    0.000 base.py:909(__len__)
       12    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        4    0.000    0.000    0.000    0.000 generic.py:339(_from_mgr)
       30    0.000    0.000    0.000    0.000 construction.py:735(_sanitize_str_dtypes)
        1    0.000    0.000    0.000    0.000 geodataframe.py:1908(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
        7    0.000    0.000    0.000    0.000 warnings.py:467(__enter__)
        2    0.000    0.000    0.000    0.000 _function_base_impl.py:5766(append)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
        2    0.000    0.000    0.000    0.000 managers.py:583(copy_func)
       19    0.000    0.000    0.000    0.000 series.py:831(_values)
       35    0.000    0.000    0.000    0.000 construction.py:416(extract_array)
